Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum,Podium,Win,DNF,DriverForm3,DriverForm5,QualifyingForm3,QualifyingForm5,AverageFinish,AverageGrid,GridGain,AverageGridGain,PodiumRate,WinRate,PointsMomentum,TeamForm,CircuitHistory,DNFRisk,Consistency,Experience,FrontRow,TopFive,TeamGridInteraction
PER,Red Bull Racing,4.0,2.0,18.0,2022,Silverstone,British Grand Prix,1.392,1.392,100.521,-7.000000000000002,1,0,0,7.666666666666667,5.8,6.0,5.4,7.129032258064516,4.354838709677419,2.0,-0.4,0.4666666666666667,0.06666666666666667,15.0,15.0,16.0,0.0,8.01249024960405,31.0,0,1,3.0
PER,Red Bull Racing,5.0,20.0,0.0,2022,Spielberg,Austrian Grand Prix,0.42,0.42,65.404,-0.3333333333333321,0,0,0,8.0,5.4,6.333333333333333,5.4,6.96875,4.34375,-15.0,0.0,0.4666666666666667,0.06666666666666667,16.2,16.2,5.0,0.0,8.173126696681019,32.0,0,1,2.6999999999999997
PER,Red Bull Racing,3.0,4.0,12.0,2022,Le Castellet,French Grand Prix,0.463,0.159,91.335,6.666666666666666,0,0,0,14.0,9.0,7.333333333333333,5.4,7.363636363636363,4.363636363636363,-1.0,-3.6,0.4,0.06666666666666667,12.4,12.4,3.0,0.0,10.049875621120888,33.0,0,1,3.1
PER,Red Bull Racing,11.0,5.0,10.0,2022,Budapest,Hungarian Grand Prix,1.139,0.813,78.516,12.333333333333334,0,0,0,8.666666666666666,9.6,4.0,5.4,7.264705882352941,4.323529411764706,6.0,-4.2,0.4,0.06666666666666667,9.8,9.8,17.0,0.0,9.528903399657276,34.0,0,0,0.8166666666666668
PER,Red Bull Racing,2.0,2.0,18.0,2022,Spa-Francorchamps,Belgian Grand Prix,0.797,0.797,104.462,7.999999999999998,1,0,0,9.666666666666666,10.2,6.333333333333333,7.2,7.2,4.514285714285714,0.0,-3.0,0.4,0.06666666666666667,8.0,8.0,19.0,0.0,9.011104260855047,35.0,1,1,2.6666666666666665
PER,Red Bull Racing,5.0,5.0,10.0,2022,Zandvoort,Dutch Grand Prix,0.735,0.735,71.077,7.666666666666666,0,0,0,3.6666666666666665,6.6,5.333333333333333,5.0,7.055555555555555,4.444444444444445,0.0,-1.6,0.4666666666666667,0.06666666666666667,11.6,11.6,8.0,0.0,7.602631123499284,36.0,0,1,1.9333333333333333
PER,Red Bull Racing,13.0,6.0,9.0,2022,Monza,Italian Grand Prix,1.045,0.9,81.206,2.333333333333332,0,0,0,4.0,7.2,6.0,5.2,7.0,4.45945945945946,7.0,-2.0,0.4666666666666667,0.06666666666666667,10.0,10.0,5.0,0.0,7.259476565152614,37.0,0,0,0.7142857142857143
PER,Red Bull Racing,2.0,1.0,25.0,2022,Marina Bay,Singapore Grand Prix,0.022,-1.961,109.434,-8.666666666666666,1,1,0,4.333333333333333,4.4,6.666666666666667,6.8,6.973684210526316,4.684210526315789,1.0,2.4,0.4666666666666667,0.06666666666666667,11.8,11.8,10.5,0.0,1.5165750888103098,38.0,1,1,3.9333333333333336
PER,Red Bull Racing,4.0,2.0,18.0,2022,Suzuka,Japanese Grand Prix,0.405,0.405,89.709,4.000000000000002,1,0,0,4.0,3.8,6.666666666666667,6.6,6.82051282051282,4.615384615384615,2.0,2.8,0.5333333333333333,0.13333333333333333,14.4,14.4,10.5,0.0,2.1679483388678804,39.0,0,1,2.88
PER,Red Bull Racing,9.0,4.0,12.0,2022,Austin,United States Grand Prix,0.289,0.197,94.645,9.333333333333334,0,0,0,3.0,3.2,6.333333333333333,5.2,6.7,4.6,5.0,2.0,0.5333333333333333,0.13333333333333333,16.0,16.0,3.0,0.0,2.1679483388678804,40.0,0,0,1.6
PER,Red Bull Racing,4.0,3.0,15.0,2022,Mexico City,Mexico City Grand Prix,0.353,0.353,78.128,4.333333333333336,1,0,0,2.3333333333333335,3.6,5.0,6.6,6.634146341463414,4.7073170731707314,1.0,3.0,0.4666666666666667,0.13333333333333333,14.8,14.8,3.0,0.0,2.0736441353327724,41.0,0,1,2.96
PER,Red Bull Racing,4.0,7.0,6.0,2022,São Paulo,São Paulo Grand Prix,0.575,0.575,71.456,-2.333333333333332,0,0,0,3.0,3.2,5.666666666666667,6.4,6.5476190476190474,4.690476190476191,-3.0,3.2,0.5333333333333333,0.13333333333333333,15.8,15.8,4.0,0.0,1.9235384061671352,42.0,0,1,3.16
PER,Red Bull Racing,2.0,3.0,15.0,2022,Yas Island,Abu Dhabi Grand Prix,0.228,0.228,84.052,-4.333333333333332,1,0,0,4.666666666666667,3.4,5.666666666666667,4.6,6.558139534883721,4.674418604651163,-1.0,1.2,0.4666666666666667,0.13333333333333333,15.2,15.2,15.0,0.0,2.3021728866442683,43.0,1,1,5.066666666666666
RIC,McLaren,18.0,14.0,0.0,2022,Sakhir,Bahrain Grand Prix,2.387,0.937,92.945,-1.6666666666666663,0,0,0,9.666666666666666,12.0,11.666666666666666,10.6,8.590909090909092,9.681818181818182,4.0,-1.4,0.06666666666666667,0.06666666666666667,2.0,4.0,7.0,0.0,4.949747468305834,22.0,0,0,0.21052631578947367
RIC,McLaren,14.0,17.0,0.0,2022,Jeddah,Saudi Arabian Grand Prix,16.103,0.122,89.773,-0.3333333333333335,0,0,0,10.333333333333334,12.4,13.0,12.8,8.826086956521738,10.043478260869565,-3.0,0.4,0.06666666666666667,0.06666666666666667,2.0,3.8,5.0,0.0,5.029910535983717,23.0,0,0,0.2533333333333333
RIC,McLaren,7.0,6.0,8.0,2022,Melbourne,Australian Grand Prix,1.164,0.329,79.032,5.333333333333333,0,0,0,14.333333333333334,12.0,14.0,13.4,9.166666666666666,10.208333333333334,1.0,1.4,0.06666666666666667,0.06666666666666667,2.0,2.2,10.5,0.0,4.415880433163924,24.0,0,0,0.275
RIC,McLaren,6.0,18.0,0.0,2022,Imola,Emilia Romagna Grand Prix,1.302,0.686,79.98,9.0,0,0,0,12.333333333333334,10.8,13.0,12.0,9.04,10.08,-12.0,1.2,0.06666666666666667,0.06666666666666667,3.6,3.4,6.0,0.0,5.1672042731055265,25.0,0,0,0.4857142857142857
RIC,McLaren,14.0,13.0,0.0,2022,Miami,Miami Grand Prix,1.514,0.676,90.31,2.333333333333334,0,0,0,13.666666666666666,13.4,9.0,11.0,9.384615384615385,9.923076923076923,1.0,-2.4,0.06666666666666667,0.06666666666666667,1.6,3.4,10.5,0.0,4.77493455452533,26.0,0,0,0.22666666666666666
RIC,McLaren,9.0,12.0,0.0,2022,Barcelona,Spanish Grand Prix,1.537,0.31,80.287,-6.333333333333334,0,0,0,12.333333333333334,13.6,9.0,11.8,9.518518518518519,10.074074074074074,-3.0,-1.8,0.06666666666666667,0.06666666666666667,1.6,1.6,6.0,0.0,4.722287581247039,27.0,0,0,0.16
RIC,McLaren,14.0,13.0,0.0,2022,Monaco,Monaco Grand Prix,1.588,1.115,72.964,4.333333333333333,0,0,0,14.333333333333334,13.2,9.666666666666666,10.0,9.607142857142858,10.035714285714286,1.0,-3.2,0.06666666666666667,0.06666666666666667,1.6,1.6,10.5,0.0,4.764451699828639,28.0,0,0,0.10666666666666667
RIC,McLaren,12.0,8.0,4.0,2022,Baku,Azerbaijan Grand Prix,2.215,0.176,103.574,1.6666666666666667,0,0,0,12.666666666666666,12.4,12.333333333333334,10.0,9.724137931034482,10.172413793103448,4.0,-2.4,0.0,0.0,1.6,1.6,9.0,0.0,4.277849927241489,29.0,0,0,0.12307692307692308
RIC,McLaren,9.0,11.0,0.0,2022,Montréal,Canadian Grand Prix,2.45,-10.317,83.749,-2.333333333333333,0,0,0,11.0,12.8,11.666666666666666,11.0,9.666666666666666,10.233333333333333,-2.0,-1.8,0.0,0.0,0.8,0.8,10.5,0.0,3.563705936241093,30.0,0,0,0.08
RIC,McLaren,14.0,13.0,0.0,2022,Silverstone,British Grand Prix,2.804,0.418,101.933,0.6666666666666665,0,0,0,10.666666666666666,11.4,11.666666666666666,11.6,9.709677419354838,10.193548387096774,1.0,0.2,0.0,0.0,0.8,0.8,5.0,0.0,2.073644135332774,31.0,0,0,0.05333333333333334
RIC,McLaren,11.0,9.0,2.0,2022,Spielberg,Austrian Grand Prix,1.629,0.283,66.613,4.0,0,0,0,10.666666666666666,11.4,11.666666666666666,11.6,9.8125,10.3125,2.0,0.2,0.0,0.0,0.8,0.8,10.0,0.0,2.073644135332774,32.0,0,0,0.06666666666666667
RIC,McLaren,9.0,9.0,2.0,2022,Le Castellet,French Grand Prix,2.05,0.89,92.922,2.0000000000000004,0,0,0,11.0,10.8,11.333333333333334,12.0,9.787878787878787,10.333333333333334,0.0,1.2,0.0,0.0,1.2,1.2,6.0,0.0,2.280350850198278,33.0,0,0,0.12
RIC,McLaren,9.0,15.0,0.0,2022,Budapest,Hungarian Grand Prix,0.821,0.429,78.198,2.0000000000000004,0,0,0,10.333333333333334,10.0,11.333333333333334,11.0,9.764705882352942,10.294117647058824,-6.0,1.0,0.0,0.0,1.6,1.6,11.0,0.0,2.000000000000002,34.0,0,0,0.16
RIC,McLaren,7.0,15.0,0.0,2022,Spa-Francorchamps,Belgian Grand Prix,2.102,0.164,105.767,-1.3333333333333337,0,0,0,11.0,11.4,9.666666666666666,10.4,9.914285714285715,10.257142857142858,-8.0,-1.0,0.0,0.0,0.8,0.8,4.0,0.0,2.6076809620810613,35.0,0,0,0.1
RIC,McLaren,17.0,17.0,0.0,2022,Zandvoort,Dutch Grand Prix,1.739,0.965,72.081,-0.6666666666666665,0,0,0,13.0,12.2,8.333333333333334,10.0,10.055555555555555,10.166666666666666,0.0,-2.2,0.0,0.0,0.8,0.8,11.0,0.0,3.033150177620622,36.0,0,0,0.044444444444444446
RIC,McLaren,4.0,17.0,0.0,2022,Monza,Italian Grand Prix,1.694,0.271,81.855,4.0,0,0,0,15.666666666666666,13.0,11.0,10.6,10.243243243243244,10.35135135135135,-13.0,-2.4,0.0,0.0,0.8,0.8,1.0,0.0,3.7416573867739427,37.0,0,1,0.16
RIC,McLaren,16.0,5.0,10.0,2022,Marina Bay,Singapore Grand Prix,6.814,5.642,116.226,4.0,0,0,0,16.333333333333332,14.6,9.333333333333334,9.2,10.421052631578947,10.18421052631579,11.0,-5.4,0.0,0.0,0.4,0.4,10.5,0.0,3.2863353450309982,38.0,0,0,0.023529411764705882
RIC,McLaren,11.0,11.0,0.0,2022,Suzuka,Japanese Grand Prix,1.355,0.186,90.659,5.666666666666667,0,0,0,13.0,13.8,12.333333333333334,10.6,10.282051282051283,10.333333333333334,0.0,-3.2,0.0,0.0,2.0,2.0,10.5,0.0,5.019960159204455,39.0,0,0,0.16666666666666666
RIC,McLaren,15.0,16.0,0.0,2022,Austin,United States Grand Prix,2.69,1.356,97.046,-4.333333333333333,0,0,0,11.0,13.0,10.333333333333334,11.0,10.3,10.35,-1.0,-2.0,0.0,0.0,2.0,2.0,5.0,0.0,5.099019513592786,40.0,0,0,0.125
RIC,McLaren,11.0,7.0,6.0,2022,Mexico City,Mexico City Grand Prix,1.55,0.604,79.325,-5.0,0,0,0,10.666666666666666,13.2,14.0,12.6,10.439024390243903,10.463414634146341,4.0,-0.6,0.0,0.0,2.0,2.0,12.0,0.0,5.215361924162121,41.0,0,0,0.16666666666666666
RIC,McLaren,11.0,20.0,0.0,2022,São Paulo,São Paulo Grand Prix,1.259,0.763,72.14,0.0,0,0,0,11.333333333333334,11.2,12.333333333333334,11.4,10.357142857142858,10.476190476190476,-9.0,0.2,0.0,0.0,3.2,3.2,19.0,0.0,5.310367218940703,42.0,0,0,0.26666666666666666
RIC,McLaren,13.0,9.0,2.0,2022,Yas Island,Abu Dhabi Grand Prix,1.221,0.276,85.045,0.3333333333333335,0,0,0,14.333333333333334,11.8,12.333333333333334,12.8,10.581395348837209,10.488372093023257,4.0,1.0,0.0,0.0,3.2,3.2,12.0,0.0,6.220932405998318,43.0,0,0,0.2285714285714286
RUS,Mercedes,9.0,4.0,12.0,2022,Sakhir,Bahrain Grand Prix,0.694,0.204,91.252,0.0,0,0,0,18.0,16.6,15.333333333333334,15.8,13.909090909090908,13.0,5.0,-0.8,0.06666666666666667,0.0,0.0,12.8,14.0,0.0,2.302172886644266,22.0,0,0,1.28
RUS,Mercedes,6.0,5.0,10.0,2022,Jeddah,Saudi Arabian Grand Prix,15.434,-1.239,89.104,-8.000000000000002,0,0,0,13.666666666666666,14.2,13.333333333333334,14.4,13.478260869565217,12.826086956521738,1.0,0.2,0.06666666666666667,0.0,2.4,13.2,19.0,0.0,6.1400325732034995,23.0,0,0,1.8857142857142857
RUS,Mercedes,6.0,3.0,15.0,2022,Melbourne,Australian Grand Prix,1.065,0.108,78.933,-5.999999999999999,1,0,0,9.0,12.6,10.666666666666666,12.2,13.125,12.541666666666666,3.0,-0.4,0.06666666666666667,0.0,4.4,11.6,10.5,0.0,7.436396977031282,24.0,0,0,1.657142857142857
RUS,Mercedes,11.0,4.0,12.0,2022,Imola,Emilia Romagna Grand Prix,1.705,-0.087,80.383,-3.0,0,0,0,4.0,9.8,7.0,10.4,12.72,12.28,7.0,0.6,0.13333333333333333,0.0,7.4,11.0,19.0,0.0,7.981227975693965,25.0,0,0,0.9166666666666666
RUS,Mercedes,12.0,5.0,10.0,2022,Miami,Miami Grand Prix,1.377,0.548,90.173,-0.6666666666666661,0,0,0,4.0,6.8,7.666666666666667,9.8,12.384615384615385,12.23076923076923,7.0,3.0,0.13333333333333333,0.0,9.8,9.8,10.5,0.0,6.300793600809345,26.0,0,0,0.7538461538461539
RUS,Mercedes,4.0,3.0,15.0,2022,Barcelona,Spanish Grand Prix,0.643,-0.119,79.393,-7.0,1,0,0,4.0,4.2,9.666666666666666,8.8,12.11111111111111,12.222222222222221,1.0,4.6,0.06666666666666667,0.0,11.8,11.8,14.0,0.0,0.836660026534071,27.0,0,1,2.3600000000000003
RUS,Mercedes,6.0,5.0,10.0,2022,Monaco,Monaco Grand Prix,0.736,-0.448,72.112,3.666666666666667,0,0,0,4.0,4.0,9.0,7.8,11.785714285714286,11.928571428571429,1.0,3.8,0.13333333333333333,0.0,12.4,12.4,10.5,0.0,0.9999999999999966,28.0,0,0,1.7714285714285716
RUS,Mercedes,5.0,3.0,15.0,2022,Baku,Azerbaijan Grand Prix,1.353,-0.212,102.712,-3.0,1,0,0,4.333333333333333,4.0,7.333333333333333,7.8,11.551724137931034,11.724137931034482,2.0,3.8,0.13333333333333333,0.0,12.4,12.4,17.0,0.0,0.9999999999999966,29.0,0,1,2.066666666666667
RUS,Mercedes,8.0,4.0,12.0,2022,Montréal,Canadian Grand Prix,2.258,0.666,83.557,6.0,0,0,0,3.6666666666666665,4.0,5.0,7.6,11.266666666666667,11.5,4.0,3.6,0.2,0.0,12.4,12.4,10.5,0.0,0.9999999999999966,30.0,0,0,1.3777777777777778
RUS,Mercedes,8.0,18.0,0.0,2022,Silverstone,British Grand Prix,0.899,-0.4,100.028,4.0,0,0,0,4.0,4.0,6.333333333333333,7.0,11.03225806451613,11.387096774193548,-10.0,3.0,0.2,0.0,12.4,12.4,12.0,0.0,0.9999999999999966,31.0,0,0,1.3777777777777778
RUS,Mercedes,4.0,4.0,12.0,2022,Spielberg,Austrian Grand Prix,0.447,-0.044,65.431,-2.666666666666666,0,0,0,8.333333333333334,6.6,7.0,6.2,11.25,11.28125,0.0,-0.4,0.2,0.0,10.4,10.4,15.0,0.0,6.42650760522385,32.0,0,1,2.08
RUS,Mercedes,6.0,3.0,15.0,2022,Le Castellet,French Grand Prix,1.259,0.366,92.131,5.666666666666666,1,0,0,8.666666666666666,6.8,6.666666666666667,6.2,11.030303030303031,11.06060606060606,3.0,-0.6,0.2,0.0,9.8,9.8,12.0,0.0,6.300793600809344,33.0,0,0,1.4000000000000001
RUS,Mercedes,1.0,3.0,15.0,2022,Budapest,Hungarian Grand Prix,0.0,-0.658,77.377,8.333333333333332,1,0,0,8.333333333333334,6.4,6.0,6.2,10.794117647058824,10.911764705882353,-2.0,-0.2,0.26666666666666666,0.0,10.8,10.8,8.0,0.0,6.503845016603639,34.0,1,1,5.4
RUS,Mercedes,5.0,4.0,12.0,2022,Spa-Francorchamps,Belgian Grand Prix,1.796,0.041,105.461,1.333333333333332,0,0,0,3.3333333333333335,6.4,3.6666666666666665,5.4,10.571428571428571,10.628571428571428,1.0,-1.0,0.3333333333333333,0.0,10.8,10.8,2.0,0.0,6.503845016603639,35.0,0,1,1.8
RUS,Mercedes,6.0,2.0,18.0,2022,Zandvoort,Dutch Grand Prix,0.482,0.176,70.824,-8.333333333333332,1,0,0,3.3333333333333335,6.4,4.0,4.8,10.38888888888889,10.472222222222221,4.0,-1.6,0.3333333333333333,0.0,10.8,10.8,17.0,0.0,6.503845016603639,36.0,0,0,1.542857142857143
RUS,Mercedes,2.0,3.0,15.0,2022,Monza,Italian Grand Prix,1.381,0.018,81.542,-5.333333333333334,1,0,0,3.0,3.2,4.0,4.4,10.162162162162161,10.35135135135135,-1.0,1.2,0.4,0.0,14.4,14.4,9.0,0.0,0.8366600265340719,37.0,1,1,4.8
RUS,Mercedes,0.0,14.0,0.0,2022,Marina Bay,Singapore Grand Prix,4.6,4.546,114.012,-1.0,0,0,0,3.0,3.0,4.333333333333333,4.0,9.973684210526315,10.131578947368421,-14.0,1.0,0.4666666666666667,0.0,15.0,15.0,10.5,0.0,0.7071067811865438,38.0,1,1,15.0
RUS,Mercedes,8.0,8.0,4.0,2022,Suzuka,Japanese Grand Prix,1.085,0.128,90.389,-8.333333333333334,0,0,0,6.333333333333333,5.2,2.6666666666666665,2.8,10.076923076923077,9.871794871794872,0.0,-2.4,0.4666666666666667,0.0,12.0,12.0,10.5,0.0,4.96990945591567,39.0,0,0,1.3333333333333333
RUS,Mercedes,4.0,5.0,11.0,2022,Austin,United States Grand Prix,0.632,0.041,94.988,6.666666666666666,0,0,0,8.333333333333334,6.2,3.3333333333333335,4.2,10.025,9.825,-1.0,-2.0,0.4,0.0,9.8,9.8,14.0,0.0,4.919349550499536,40.0,0,1,1.9600000000000002
RUS,Mercedes,2.0,4.0,13.0,2022,Mexico City,Mexico City Grand Prix,0.304,-0.005,78.079,11.0,0,0,0,9.0,6.4,4.0,4.0,9.902439024390244,9.682926829268293,-2.0,-2.4,0.4,0.0,9.6,9.6,16.0,0.0,4.827007354458866,41.0,1,1,3.1999999999999997
RUS,Mercedes,1.0,1.0,26.0,2022,São Paulo,São Paulo Grand Prix,0.437,-0.221,71.318,3.333333333333334,1,1,0,5.666666666666667,6.8,4.666666666666667,3.2,9.761904761904763,9.5,0.0,-3.6,0.4,0.0,8.6,8.6,13.0,0.0,4.438468204234427,42.0,1,1,4.3
RUS,Mercedes,6.0,5.0,10.0,2022,Yas Island,Abu Dhabi Grand Prix,0.687,0.003,84.511,3.333333333333334,0,0,0,3.3333333333333335,6.4,2.3333333333333335,3.0,9.55813953488372,9.30232558139535,1.0,-3.4,0.4,0.06666666666666667,10.8,10.8,18.0,0.0,4.929503017546494,43.0,0,0,1.542857142857143
SAI,Ferrari,3.0,2.0,18.0,2022,Sakhir,Bahrain Grand Prix,0.129,0.129,90.687,9.333333333333332,1,0,0,6.0,6.0,8.333333333333334,6.8,6.5,7.909090909090909,1.0,0.8,0.2,0.0,8.2,13.6,8.0,0.0,1.8708286933869707,22.0,0,1,3.4
SAI,Ferrari,3.0,3.0,15.0,2022,Jeddah,Saudi Arabian Grand Prix,0.0,-14.555,73.67,14.333333333333332,1,0,0,4.333333333333333,5.2,7.666666666666667,6.2,6.304347826086956,7.695652173913044,0.0,1.0,0.26666666666666666,0.0,10.2,14.2,8.0,0.0,2.588435821108957,23.0,0,1,3.55
SAI,Ferrari,9.0,20.0,0.0,2022,Melbourne,Australian Grand Prix,0.601,0.601,78.469,5.0,0,0,0,2.6666666666666665,4.6,3.6666666666666665,6.2,6.166666666666667,7.5,-11.0,1.6,0.3333333333333333,0.0,11.6,14.2,10.5,0.0,2.701851217221259,24.0,0,0,1.42
SAI,Ferrari,4.0,20.0,0.0,2022,Imola,Emilia Romagna Grand Prix,0.0,-0.118,78.678,-5.999999999999998,0,0,0,8.333333333333334,7.2,5.0,7.0,6.72,7.56,-16.0,-0.2,0.3333333333333333,0.0,10.4,12.6,5.0,0.0,7.52994023880668,25.0,0,1,2.52
SAI,Ferrari,2.0,3.0,15.0,2022,Miami,Miami Grand Prix,0.19,0.19,88.986,-5.0,1,0,0,14.333333333333334,9.6,5.333333333333333,4.8,7.230769230769231,7.423076923076923,-1.0,-4.8,0.26666666666666666,0.0,9.6,10.2,10.5,0.0,9.50263121456368,26.0,1,1,3.4
SAI,Ferrari,3.0,4.0,12.0,2022,Barcelona,Spanish Grand Prix,0.416,0.416,79.166,-0.3333333333333339,0,0,0,14.333333333333334,9.6,5.0,4.2,7.074074074074074,7.222222222222222,-1.0,-5.4,0.3333333333333333,0.0,9.6,9.6,7.0,0.0,9.50263121456368,27.0,0,1,2.4
SAI,Ferrari,2.0,2.0,18.0,2022,Monaco,Monaco Grand Prix,0.225,0.225,71.601,0.3333333333333339,1,0,0,9.0,10.0,3.0,4.2,6.964285714285714,7.071428571428571,0.0,-5.8,0.3333333333333333,0.0,8.4,8.4,10.5,0.0,9.137833441248533,28.0,1,1,2.8000000000000003
SAI,Ferrari,4.0,20.0,0.0,2022,Baku,Azerbaijan Grand Prix,0.455,0.455,101.814,1.0,0,0,0,3.0,9.8,2.3333333333333335,4.0,6.793103448275862,6.896551724137931,-16.0,-5.8,0.4,0.0,9.0,9.0,8.0,0.0,9.338094023943002,29.0,0,1,1.8
SAI,Ferrari,3.0,2.0,19.0,2022,Montréal,Canadian Grand Prix,0.797,-10.912,82.096,-6.0,1,0,0,8.666666666666666,9.8,3.0,3.0,7.233333333333333,6.8,1.0,-6.8,0.3333333333333333,0.0,9.0,9.0,10.5,0.0,9.338094023943002,30.0,0,1,2.25
SAI,Ferrari,1.0,1.0,25.0,2022,Silverstone,British Grand Prix,1.061,0.344,100.19,-0.3333333333333339,1,1,0,8.0,6.2,3.0,2.8,7.064516129032258,6.67741935483871,0.0,-3.4,0.4,0.0,12.8,12.8,6.0,0.0,7.758865896508331,31.0,1,1,6.4
SAI,Ferrari,3.0,18.0,0.0,2022,Spielberg,Austrian Grand Prix,0.082,0.053,65.066,11.000000000000002,0,0,0,7.666666666666667,5.8,2.6666666666666665,2.6,6.875,6.5,-15.0,-3.2,0.4666666666666667,0.06666666666666667,14.8,14.8,5.5,0.0,8.012490249604054,32.0,0,1,3.7
SAI,Ferrari,19.0,5.0,11.0,2022,Le Castellet,French Grand Prix,0.209,0.209,91.081,-5.666666666666666,0,0,0,7.0,8.6,2.3333333333333335,2.6,7.212121212121212,6.393939393939394,14.0,-6.0,0.4666666666666667,0.06666666666666667,12.4,12.4,11.0,0.0,9.528903399657278,33.0,0,0,0.62
SAI,Ferrari,2.0,4.0,12.0,2022,Budapest,Hungarian Grand Prix,0.044,-0.146,77.421,-17.0,0,0,0,8.0,9.2,7.666666666666667,6.0,7.147058823529412,6.764705882352941,-2.0,-3.2,0.4666666666666667,0.06666666666666667,11.0,11.0,3.0,0.0,9.093954035511725,34.0,1,1,3.6666666666666665
SAI,Ferrari,1.0,3.0,15.0,2022,Spa-Francorchamps,Belgian Grand Prix,0.632,-0.254,104.297,-5.333333333333333,1,0,0,9.0,6.0,8.0,5.6,7.057142857142857,6.628571428571429,-2.0,-0.4,0.4666666666666667,0.06666666666666667,13.4,13.4,10.0,0.0,6.892024376045112,35.0,1,1,6.7
SAI,Ferrari,3.0,8.0,4.0,2022,Zandvoort,Dutch Grand Prix,0.092,0.071,70.434,5.999999999999999,0,0,0,4.0,6.2,7.333333333333333,5.2,6.944444444444445,6.472222222222222,-5.0,-1.0,0.5333333333333333,0.06666666666666667,12.6,12.6,7.0,0.0,6.760177512462229,36.0,0,1,3.15
SAI,Ferrari,18.0,4.0,12.0,2022,Monza,Italian Grand Prix,0.268,0.268,80.429,2.0,0,0,0,5.0,7.6,2.0,5.6,6.972972972972973,6.378378378378378,14.0,-2.0,0.4666666666666667,0.06666666666666667,8.4,8.4,6.0,0.0,6.107372593840989,37.0,0,0,0.4421052631578948
SAI,Ferrari,4.0,3.0,15.0,2022,Marina Bay,Singapore Grand Prix,0.171,0.171,109.583,7.0,1,0,0,5.0,4.8,7.333333333333333,8.6,6.894736842105263,6.684210526315789,1.0,3.8,0.4,0.06666666666666667,10.8,10.8,10.5,0.0,1.9235384061671383,38.0,0,1,2.16
SAI,Ferrari,3.0,19.0,0.0,2022,Suzuka,Japanese Grand Prix,0.057,0.047,89.361,4.666666666666666,0,0,0,5.0,4.4,8.333333333333334,5.6,6.794871794871795,6.615384615384615,-16.0,1.2,0.4,0.06666666666666667,11.6,11.6,10.5,0.0,2.073644135332776,39.0,0,1,2.9
SAI,Ferrari,1.0,20.0,0.0,2022,Austin,United States Grand Prix,0.0,-0.065,94.356,-5.0,0,0,0,8.666666666666666,7.4,8.333333333333334,5.8,7.1,6.525,-19.0,-1.6,0.4,0.06666666666666667,9.2,9.2,7.0,0.0,6.8044103344816005,40.0,1,1,4.6
SAI,Ferrari,5.0,5.0,10.0,2022,Mexico City,Mexico City Grand Prix,0.576,-0.204,78.351,-11.0,0,0,0,14.0,10.8,2.6666666666666665,5.8,7.414634146341464,6.390243902439025,0.0,-5.0,0.4,0.06666666666666667,6.2,6.2,6.0,0.0,8.167006795638166,41.0,0,1,1.0333333333333334
SAI,Ferrari,7.0,3.0,15.0,2022,São Paulo,São Paulo Grand Prix,0.009,-0.06,70.89,-4.0,1,0,0,14.666666666666666,10.2,3.0,6.2,7.357142857142857,6.357142857142857,4.0,-4.0,0.3333333333333333,0.06666666666666667,7.4,7.4,6.0,0.0,8.526429498916881,42.0,0,0,0.925
SAI,Ferrari,4.0,4.0,12.0,2022,Yas Island,Abu Dhabi Grand Prix,0.418,0.15,84.242,9.0,0,0,0,9.333333333333334,10.0,4.333333333333333,4.0,7.255813953488372,6.372093023255814,0.0,-6.0,0.4,0.06666666666666667,8.0,8.0,3.0,0.0,8.717797887081346,43.0,0,1,1.6
STR,Aston Martin,19.0,12.0,0.0,2022,Sakhir,Bahrain Grand Prix,2.474,0.255,93.032,-3.0,0,0,0,10.0,12.8,14.333333333333334,15.4,11.954545454545455,13.090909090909092,7.0,2.6,0.0,0.0,1.6,1.6,10.0,0.0,5.069516742254631,22.0,0,0,0.08
STR,Aston Martin,13.0,13.0,0.0,2022,Jeddah,Saudi Arabian Grand Prix,16.586,-0.287,90.256,0.0,0,0,0,12.0,12.4,16.666666666666668,15.2,11.956521739130435,13.347826086956522,0.0,2.8,0.0,0.0,1.6,0.0,11.0,0.0,5.029910535983717,23.0,0,0,0.0
STR,Aston Martin,19.0,12.0,0.0,2022,Melbourne,Australian Grand Prix,28.965,25.684,106.833,0.0,0,0,0,12.666666666666666,11.0,15.0,15.0,12.0,13.333333333333334,7.0,4.0,0.0,0.0,1.6,0.0,10.5,0.0,2.9154759474226513,24.0,0,0,0.0
STR,Aston Martin,15.0,10.0,1.0,2022,Imola,Emilia Romagna Grand Prix,1.664,0.385,80.342,1.3333333333333333,0,0,0,12.333333333333334,12.2,17.0,16.4,12.0,13.56,5.0,4.2,0.0,0.0,0.0,0.0,8.0,0.0,0.8366600265340798,25.0,0,0,0.0
STR,Aston Martin,0.0,10.0,1.0,2022,Miami,Miami Grand Prix,1.2,-0.218,89.996,1.6666666666666667,0,0,0,11.666666666666666,12.0,15.666666666666666,15.8,11.923076923076923,13.615384615384615,-10.0,3.8,0.0,0.0,0.2,0.2,10.5,0.0,1.224744871391592,26.0,1,1,0.2
